Grantee Name,Grant Number,Program Name,City,State,ZIP Code,County,Congressional District,Award Fiscal Year,Award Funding
"Shalom Health Care Center, Inc.",H8CCS34305,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Indianapolis,IN,46222-1147,Marion,IN-07,2020,"$73,535.00"
"Shalom Health Care Center, Inc.",H8DCS35678,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Indianapolis,IN,46222-1147,Marion,IN-07,2020,"$907,340.00"
"Shalom Health Care Center, Inc.",H8ECS38681,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Indianapolis,IN,46222-1147,Marion,IN-07,2020,"$314,974.00"
Share Our Selves Corporation,H8CCS34040,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Costa Mesa,CA,92627-3653,Orange,CA-48,2020,"$65,717.00"
Share Our Selves Corporation,H8DCS35799,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Costa Mesa,CA,92627-3653,Orange,CA-48,2020,"$832,100.00"
Share Our Selves Corporation,H8ECS38332,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Costa Mesa,CA,92627-3653,Orange,CA-48,2020,"$326,944.00"
SHASTA COMMUNITY HEALTH CENTER,H8CCS34495,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Redding,CA,96001-1170,Shasta,CA-01,2020,"$75,712.00"
SHASTA COMMUNITY HEALTH CENTER,H8DCS35638,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Redding,CA,96001-1170,Shasta,CA-01,2020,"$1,106,375.00"
SHASTA COMMUNITY HEALTH CENTER,H8ECS38087,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Redding,CA,96001-1170,Shasta,CA-01,2020,"$602,479.00"
"Shawnee Christian Healthcare Center, Inc.",H8CCS34611,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Louisville,KY,40212-2522,Jefferson,KY-03,2020,"$53,630.00"
"Shawnee Christian Healthcare Center, Inc.",H8DCS36337,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Louisville,KY,40212-2522,Jefferson,KY-03,2020,"$576,860.00"
"Shawnee Christian Healthcare Center, Inc.",H8ECS38425,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Louisville,KY,40212-2522,Jefferson,KY-03,2020,"$156,634.00"
Shawnee Health Service And Development Corporation,H8CCS34440,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Carterville,IL,62918-1923,Williamson,IL-12,2020,"$73,135.00"
Shawnee Health Service And Development Corporation,H8DCS36296,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Carterville,IL,62918-1923,Williamson,IL-12,2020,"$1,063,805.00"
Shawnee Health Service And Development Corporation,H8ECS37774,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Carterville,IL,62918-1923,Williamson,IL-12,2020,"$598,459.00"
"Shenandoah Valley Medical System, Incorporated",H8CCS34592,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Martinsburg,WV,25401-2890,Berkeley,WV-02,2020,"$75,084.00"
"Shenandoah Valley Medical System, Incorporated",H8DCS35841,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Martinsburg,WV,25401-2890,Berkeley,WV-02,2020,"$1,090,130.00"
"Shenandoah Valley Medical System, Incorporated",H8ECS38990,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Martinsburg,WV,25401-2890,Berkeley,WV-02,2020,"$570,604.00"
"SHERIDAN, COUNTY OF",H8CCS34775,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hoxie,KS,67740-4371,Sheridan,KS-01,2020,"$53,065.00"
"SHERIDAN, COUNTY OF",H8DCS36173,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hoxie,KS,67740-4371,Sheridan,KS-01,2020,"$560,810.00"
"SHERIDAN, COUNTY OF",H8ECS37830,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hoxie,KS,67740-4371,Sheridan,KS-01,2020,"$147,544.00"
Shingletown Medical Center,H8CCS34082,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Shingletown,CA,96088-9462,Shasta,CA-01,2020,"$51,572.00"
Shingletown Medical Center,H8DCS35650,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Shingletown,CA,96088-9462,Shasta,CA-01,2020,"$532,670.00"
Shingletown Medical Center,H8ECS37709,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Shingletown,CA,96088-9462,Shasta,CA-01,2020,"$126,229.00"
SHORTGRASS COMMUNITY HEALTH CENTER INC.,H8CCS34127,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hollis,OK,73550-1436,Harmon,OK-03,2020,"$55,843.00"
SHORTGRASS COMMUNITY HEALTH CENTER INC.,H8DCS35597,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hollis,OK,73550-1436,Harmon,OK-03,2020,"$587,345.00"
SHORTGRASS COMMUNITY HEALTH CENTER INC.,H8ECS37653,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hollis,OK,73550-1436,Harmon,OK-03,2020,"$139,789.00"
Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,H8CCS34792,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Pocatello,ID,83202,Bingham,ID-02,2020,"$52,496.00"
Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,H8DCS36167,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Pocatello,ID,83202,Bingham,ID-02,2020,"$540,200.00"
Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,H8ECS37705,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Pocatello,ID,83202,Bingham,ID-02,2020,"$120,349.00"
SIERRA FAMILY MEDICAL CLINIC INC,H8CCS34047,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Nevada City,CA,95959-9318,Nevada,CA-01,2020,"$52,516.00"
SIERRA FAMILY MEDICAL CLINIC INC,H8DCS35712,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Nevada City,CA,95959-9318,Nevada,CA-01,2020,"$554,225.00"
SIERRA FAMILY MEDICAL CLINIC INC,H8ECS37723,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Nevada City,CA,95959-9318,Nevada,CA-01,2020,"$138,919.00"
"Signature Health, Inc.",H8CCS34877,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Willoughby,OH,44094-7875,Lake,OH-14,2020,"$74,936.00"
"Signature Health, Inc.",H8DCS36678,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Willoughby,OH,44094-7875,Lake,OH-14,2020,"$1,010,300.00"
"Signature Health, Inc.",H8ECS39023,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Willoughby,OH,44094-7875,Lake,OH-14,2020,"$509,434.00"
Silver State Health Services,H8CCS35027,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Las Vegas,NV,89146-5606,Clark,NV-01,2020,"$51,351.00"
Silver State Health Services,H8DCS36383,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Las Vegas,NV,89146-5606,Clark,NV-01,2020,"$523,655.00"
Silver State Health Services,H8ECS38638,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Las Vegas,NV,89146-5606,Clark,NV-01,2020,"$130,534.00"
"SIOUX FALLS, CITY OF",H8CCS34270,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Sioux Falls,SD,57104-6407,Minnehaha,SD-00,2020,"$71,259.00"
"SIOUX FALLS, CITY OF",H8DCS35903,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Sioux Falls,SD,57104-6407,Minnehaha,SD-00,2020,"$861,455.00"
"SIOUX FALLS, CITY OF",H8ECS37863,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Sioux Falls,SD,57104-6407,Minnehaha,SD-00,2020,"$265,219.00"
Siouxland Community Health Center,H8CCS34769,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Sioux City,IA,51105-1436,Woodbury,IA-04,2020,"$80,034.00"
Siouxland Community Health Center,H8DCS36217,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Sioux City,IA,51105-1436,Woodbury,IA-04,2020,"$1,120,280.00"
Siouxland Community Health Center,H8ECS37683,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Sioux City,IA,51105-1436,Woodbury,IA-04,2020,"$570,844.00"
"SISKIYOU COMMUNITY HEALTH CENTER, INC.",H8CCS34177,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Grants Pass,OR,97526-1051,Josephine,OR-02,2020,"$65,277.00"
"SISKIYOU COMMUNITY HEALTH CENTER, INC.",H8DCS35691,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Grants Pass,OR,97526-1051,Josephine,OR-02,2020,"$830,930.00"
"SISKIYOU COMMUNITY HEALTH CENTER, INC.",H8ECS38747,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Grants Pass,OR,97526-1051,Josephine,OR-02,2020,"$352,699.00"
"Sixteenth Street Community Health Centers, Inc.",H8CCS34206,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Milwaukee,WI,53204-2203,Milwaukee,WI-04,2020,"$93,202.00"
"Sixteenth Street Community Health Centers, Inc.",H8DCS35541,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Milwaukee,WI,53204-2203,Milwaukee,WI-04,2020,"$1,375,355.00"
"Sixteenth Street Community Health Centers, Inc.",H8ECS38403,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Milwaukee,WI,53204-2203,Milwaukee,WI-04,2020,"$746,419.00"
"Skagway, Municipality of",H8CCS33992,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Skagway,AK,99840,Skagway,AK-00,2020,"$52,190.00"
"Skagway, Municipality of",H8DCS35378,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Skagway,AK,99840,Skagway,AK-00,2020,"$538,205.00"
"Skagway, Municipality of",H8ECS38966,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Skagway,AK,99840,Skagway,AK-00,2020,"$122,269.00"
"SOLANO, COUNTY OF",H8CCS34239,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Fairfield,CA,94533-6804,Solano,CA-03,2020,"$67,127.00"
"SOLANO, COUNTY OF",H8DCS35623,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Fairfield,CA,94533-6804,Solano,CA-03,2020,"$908,375.00"
"SOLANO, COUNTY OF",H8ECS38262,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Fairfield,CA,94533-6804,Solano,CA-03,2020,"$438,799.00"
Sonoma Valley Community Health Center,H8CCS34046,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Sonoma,CA,95476-5414,Sonoma,CA-05,2020,"$60,981.00"
Sonoma Valley Community Health Center,H8DCS35644,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Sonoma,CA,95476-5414,Sonoma,CA-05,2020,"$695,510.00"
Sonoma Valley Community Health Center,H8ECS38589,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Sonoma,CA,95476-5414,Sonoma,CA-05,2020,"$203,719.00"
SOUTH BAY FAMILY HEALTH CARE CENTER INC,H8CCS34216,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Torrance,CA,90505-4732,Los Angeles,CA-43,2020,"$66,681.00"
SOUTH BAY FAMILY HEALTH CARE CENTER INC,H8DCS35633,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Torrance,CA,90505-4732,Los Angeles,CA-43,2020,"$849,545.00"
SOUTH BAY FAMILY HEALTH CARE CENTER INC,H8ECS38797,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Torrance,CA,90505-4732,Los Angeles,CA-43,2020,"$350,194.00"
"SOUTH BOSTON COMMUNITY HEALTH CENTER, INC.",H8CCS34362,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Boston,MA,02127-2245,Suffolk,MA-08,2020,"$60,596.00"
"SOUTH BOSTON COMMUNITY HEALTH CENTER, INC.",H8DCS35472,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Boston,MA,02127-2245,Suffolk,MA-08,2020,"$766,205.00"
"SOUTH BOSTON COMMUNITY HEALTH CENTER, INC.",H8ECS38401,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Boston,MA,02127-2245,Suffolk,MA-08,2020,"$343,519.00"
SOUTH CENTRAL FAMILY HEALTH CENTER,H8CCS34094,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Los Angeles,CA,90011-3629,Los Angeles,CA-40,2020,"$84,293.00"
SOUTH CENTRAL FAMILY HEALTH CENTER,H8DCS35604,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Los Angeles,CA,90011-3629,Los Angeles,CA-40,2020,"$1,108,805.00"
SOUTH CENTRAL FAMILY HEALTH CENTER,H8ECS38678,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Los Angeles,CA,90011-3629,Los Angeles,CA-40,2020,"$457,699.00"
South Central Medical & Resource Center,H8CCS34108,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lindsay,OK,73052-5634,Garvin,OK-04,2020,"$55,058.00"
South Central Medical & Resource Center,H8DCS35540,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lindsay,OK,73052-5634,Garvin,OK-04,2020,"$584,855.00"
South Central Medical & Resource Center,H8ECS37718,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lindsay,OK,73052-5634,Garvin,OK-04,2020,"$157,624.00"
South Central Missouri Community Health Center,H8CCS34724,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Rolla,MO,65401-2448,Phelps,MO-08,2020,"$58,572.00"
South Central Missouri Community Health Center,H8DCS35952,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Rolla,MO,65401-2448,Phelps,MO-08,2020,"$653,210.00"
South Central Missouri Community Health Center,H8ECS38814,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Rolla,MO,65401-2448,Phelps,MO-08,2020,"$208,399.00"
"South Central Primary Care Center, Inc.",H8CCS34729,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Ocilla,GA,31774-1539,Irwin,GA-08,2020,"$62,251.00"
"South Central Primary Care Center, Inc.",H8DCS36029,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Ocilla,GA,31774-1539,Irwin,GA-08,2020,"$740,435.00"
"South Central Primary Care Center, Inc.",H8ECS38519,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Ocilla,GA,31774-1539,Irwin,GA-08,2020,"$261,079.00"
"South County Community Health Center, Inc.",H8CCS34217,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),East Palo Alto,CA,94303-1312,San Mateo,CA-14,2020,"$74,169.00"
"South County Community Health Center, Inc.",H8DCS35524,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",East Palo Alto,CA,94303-1312,San Mateo,CA-14,2020,"$946,970.00"
"South County Community Health Center, Inc.",H8ECS37691,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),East Palo Alto,CA,94303-1312,San Mateo,CA-14,2020,"$356,569.00"
"South Cove Community Health Center, Inc.",H8CCS34403,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Boston,MA,02111-2826,Suffolk,MA-07,2020,"$69,070.00"
"South Cove Community Health Center, Inc.",H8DCS35469,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Boston,MA,02111-2826,Suffolk,MA-07,2020,"$1,036,265.00"
"South Cove Community Health Center, Inc.",H8ECS37747,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Boston,MA,02111-2826,Suffolk,MA-07,2020,"$627,259.00"
"South End Community Health Center, Inc.",H8CCS34355,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Boston,MA,02118-1951,Suffolk,MA-07,2020,"$61,924.00"
"South End Community Health Center, Inc.",H8DCS35461,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Boston,MA,02118-1951,Suffolk,MA-07,2020,"$769,415.00"
"South End Community Health Center, Inc.",H8ECS37978,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Boston,MA,02118-1951,Suffolk,MA-07,2020,"$300,769.00"
SOUTH PLAINS RURAL HEALTH SERVICES INC,H8CCS35320,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Levelland,TX,79336-6235,Hockley,TX-19,2020,"$68,422.00"
SOUTH PLAINS RURAL HEALTH SERVICES INC,H8DCS36458,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Levelland,TX,79336-6235,Hockley,TX-19,2020,"$811,895.00"
SOUTH PLAINS RURAL HEALTH SERVICES INC,H8ECS37689,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Levelland,TX,79336-6235,Hockley,TX-19,2020,"$254,719.00"
"South Texas Rural Health Services, Inc",H8CCS35255,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Cotulla,TX,78014,La Salle,TX-23,2020,"$62,600.00"
"South Texas Rural Health Services, Inc",H8DCS36473,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Cotulla,TX,78014,La Salle,TX-23,2020,"$710,375.00"
"South Texas Rural Health Services, Inc",H8ECS38173,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Cotulla,TX,78014,La Salle,TX-23,2020,"$204,364.00"
Southbridge Medical Advisory Council Inc,H8CCS34659,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Wilmington,DE,19801-5821,New Castle,DE-00,2020,"$58,160.00"
Southbridge Medical Advisory Council Inc,H8DCS35976,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Wilmington,DE,19801-5821,New Castle,DE-00,2020,"$648,815.00"
Southbridge Medical Advisory Council Inc,H8ECS38969,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Wilmington,DE,19801-5821,New Castle,DE-00,2020,"$169,204.00"
Southcentral Foundation,H8CCS33991,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Anchorage,AK,99508-5919,Anchorage,AK-00,2020,"$53,674.00"
Southcentral Foundation,H8DCS35371,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Anchorage,AK,99508-5919,Anchorage,AK-00,2020,"$566,030.00"
Southcentral Foundation,H8ECS39029,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Anchorage,AK,99508-5919,Anchorage,AK-00,2020,"$141,754.00"
SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATES,H8CCS34019,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Troy,AL,36079-6020,Pike,AL-02,2020,"$80,361.00"
SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATES,H8DCS35399,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Troy,AL,36079-6020,Pike,AL-02,2020,"$1,168,790.00"
SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATES,H8ECS38014,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Troy,AL,36079-6020,Pike,AL-02,2020,"$628,339.00"
Southeast Alaska Regional Health Consortium,H8CCS33989,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Juneau,AK,99801-7837,Juneau,AK-00,2020,"$61,780.00"
Southeast Alaska Regional Health Consortium,H8DCS35387,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Juneau,AK,99801-7837,Juneau,AK-00,2020,"$731,975.00"
Southeast Alaska Regional Health Consortium,H8ECS38360,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Juneau,AK,99801-7837,Juneau,AK-00,2020,"$267,244.00"
Southeast Community Health Systems,H8CCS34969,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Zachary,LA,70791-4038,East Baton Rouge,LA-06,2020,"$60,164.00"
Southeast Community Health Systems,H8DCS35753,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Zachary,LA,70791-4038,East Baton Rouge,LA-06,2020,"$730,760.00"
Southeast Community Health Systems,H8ECS37790,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Zachary,LA,70791-4038,East Baton Rouge,LA-06,2020,"$262,189.00"
SOUTHEAST COMMUNITY MENTAL HEALTH CENTER INC,H8CCS34865,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Columbus,OH,43215-2815,Franklin,OH-03,2020,"$55,211.00"
SOUTHEAST COMMUNITY MENTAL HEALTH CENTER INC,H8DCS36658,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Columbus,OH,43215-2815,Franklin,OH-03,2020,"$609,665.00"
SOUTHEAST COMMUNITY MENTAL HEALTH CENTER INC,H8ECS38210,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Columbus,OH,43215-2815,Franklin,OH-03,2020,"$211,984.00"
"SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC.",H8CCS34826,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hattiesburg,MS,39401-7806,Forrest,MS-04,2020,"$92,344.00"
"SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC.",H8DCS36239,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hattiesburg,MS,39401-7806,Forrest,MS-04,2020,"$1,311,050.00"
"SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC.",H8ECS38137,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hattiesburg,MS,39401-7806,Forrest,MS-04,2020,"$622,939.00"
