Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
113264447137772,"Jonathan Witman for Constable Ward 4 Mandeville, La",Natalie Russo Witman,≤100,1
104511874600131,Brian Weltch for Burkeville Mayor,Brian Andrew Weltch,≤100,1
188655654876820,Rep. Tina Riley,Maine House Majority,≤100,1
629238887697509,PJ Gentry for County Commissioner,Patricia Jo Gentry,≤100,1
103455594495305,Judge Blake Sylvia,Blake Sylvia,≤100,1
1427065800641670,Bluestem Electric Cooperative,Bluestem Electric Cooperative,≤100,1
469836390045787,Dan Sheppard For Cape Coral City Council District 2,Daniel Francis Sheppard,≤100,1
421192534706733,Dog Training with Youngblood,These ads ran without a disclaimer,≤100,1
2181786225243775,Constable Don Marshall,Donald L Marshall,≤100,1
103386061350568,To the Point w /Eric Mitchell,Eric Lawton Mitchell,≤100,1
102580681425782,Edward Jones - Financial Advisor:  Nate Whited,Nathan Joel Whited,≤100,1
1146936608702037,"Las Cruces, NM Local - News Break",These ads ran without a disclaimer,≤100,1
111637707086671,Kristi Celander for Clerk of Court,Kristi Lynette Celander,≤100,1
109398917510600,Len Turcotte for State Rep,Len Turcotte for State Rep,≤100,3
419122688482285,Margaret Drye,Margaret Drye,≤100,1
36425505993,The North Ward Center,"NORTH WARD CENTER INC, THE",≤100,1
121462906317759,Justin Hicks For League City Council,Justin Allen Hicks,≤100,2
179682845500245,Dennis McCord for Mayor,Dennis James Mccord,≤100,1
100744281604550,Kathy Hinkfuss for Assembly,FRIENDS OF KATHY HINKFUSS,≤100,1
143019025813793,Jeff Cragg,Friends to Elect Jeff Cragg,≤100,1
621261774908846,Kentucky Local News - News Break,These ads ran without a disclaimer,≤100,3
362989027095387,"LD9 Democrats Pima County, Arizona",LD9 Democrats,≤100,1
20009402970,Women Employed,Women Employed,≤100,1
316498251698370,Adam Gray for Assembly,Gray for Assembly 2020,≤100,1
102884394197,"Texas CASA, Inc.",These ads ran without a disclaimer,≤100,1
110543370709152,Leanne M. Jones for Chattanooga City Council District 5,Campaign to Elect Leanne M. Jones,≤100,2
361944417343096,Wilson County Republican Party GOP,Wilson County Republican Party,≤100,1
111094257066559,Lydia Crafts for Maine State Rep. House District 90,Lydia Crafts for State Rep.,≤100,1
137242281994,Think Blue Maine,Cumberland County Soil & Water Conservation District,≤100,1
1605970202751501,"Enfield Congregational, United Church of Christ",Thomas Gregory Gray,≤100,2
115893256930898,Say NO to Trudi Kretsinger,Patrick Glen Crowder,≤100,1
105059857958044,Committee to Elect Teresa English 2020,Committee to Elect Teresa English,≤100,1
648106418671206,"Johnson City, TN Local - News Break",These ads ran without a disclaimer,≤100,1
100301875145359,Wandler for the 7th,Vote Wandler,≤100,1
103676944366890,"Stephen Humenesky, Common Sense for Keller",Stephen Gerard Humenesky,≤100,1
102172658273182,Mark Matta for Odessa City Council Dist.1,Ruben Mark Matta,≤100,1
107782657241026,2020 Daily Scandal Calendar,John Grant Bennett,≤100,2
883795848342468,Westbrook CT Democratic Town Committee,Westbrook Democratic Town Committee,≤100,2
1019586201502193,Action Utah,Action Utah,≤100,1
1814315308614120,Oklahoma Local News,These ads ran without a disclaimer,≤100,4
105879390769859,Reddex Washington For City Councilman District 1,Reddex Lamont Washington,≤100,1
864634103676097,Mount Olive Democrats,Irene Sergonis,≤100,2
111420047143763,Rep. Kevin O'Connell,Maine House Majority,≤100,1
103108831420935,Joe Z for District 3,Joseph Peter Zaichkin,≤100,1
376213534886,Ryan D. Wilcox,Friends of Ryan Wilcox,≤100,1
141080279269627,Eric Bachier Román - Alcalde Arroyo 2020,Comité Amigos Eric Bachier,≤100,1
302964966719482,"Jenny Higbie, NAFC School Board",Jenny Higbie For School Board,≤100,1
460935884065228,PR Auto Glass & Collision,These ads ran without a disclaimer,≤100,1
102263484946517,Charles Barton,Charles Barton for School Board - Barton 4 Board,≤100,3
168654046508564,Bastrop Association of Sheriff's Employees,Bastrop Association of Sheriff's Employees,≤100,1
93896676085,BLOOM Magazine,Bloom Magazine,≤100,1
107604847764503,DeCarlo Coleman for Forney City Council Place 5,Decarlo Coleman,≤100,1
101348911689845,"Logan Luse for Melbourne City Council, District 5","Logan Luse for Melbourne City Council, District 5",≤100,1
1812137685547850,Elect  Pete "Pedro"  Bernal  SWISD  Board Trustee,Pete A Bernal,≤100,1
115973786617848,Donna Tees for TN State Rep District 52,Donna Tees for State Representative,≤100,1
111012237332314,"Patrick Birkle for St. Helens City Council, Position 2",Patrick John Birkle,≤100,1
108624347438229,Luke Jergenson for County Commissioner,County Commissioner Luke Jergenson,≤100,2
436236519788641,"Mississippi County Electric Cooperative, Inc.","Mississippi County Electric Cooperative, Inc.",≤100,1
109522410869521,Monty Champions For Students Campaign,Victoria Anne Franco-Herman,≤100,1
2029108860704039,Thomas Jefferson Institute,THOMAS JEFFERSON INSTITUTE FOR PUBLIC POLICY INC,≤100,1
439434939539107,"Steve Sanson President of Veterans In Politics International, Inc.","Veterans In Politics International, Inc.",≤100,3
100291734883583,Robin LaDuke,Elect Robin LaDuke,≤100,2
101553508100946,Lisa Rodriguez for Supervisor of Elections,Lisa Rodriguez for Supervisor of Elections,≤100,1
106818354150419,Colleen Mary O'Toole for Ashtabula County Prosecutor,Friends to Elect Colleen O'Toole,≤100,1
109453584198246,Greg Free For Euharlee City Council,Greg Winston Free,≤100,1
481528908623218,Vincent Manfredi - Maricopa,Vincent Edward Manfredi,≤100,1
263648823799738,Representative Charlotte M. Warren,Charlotte Warren,≤100,1
104865937957993,Representative Al Cutrona,Al Cutrona for Ohio,≤100,1
100218161768257,RichGeorge4MeckSoil&Water,Richard Eugene George,≤100,1
495208284336455,Debatemenow,Trevor Scott Douns,≤100,1
229702377381523,Clean Energy Economy MN,Clean Energy Economy Minnesota,≤100,1
105811781214814,Vote No Louisiana,FEMINIST MAJORITY FOUNDATION,≤100,1
233931666660783,Michigan State University College of Human Medicine,Michigan State University College of Human Medicine,≤100,1
100929481572633,Steve Gist for Montana House District 25,Gist for Montana House,≤100,1
454412394751530,Representative Allison Hepler,Maine House Majority,≤100,1
107497907741369,Bob Smith for Jefferson County Commissioner,Robert Earl K Smith,≤100,1
1231391670244232,Jackie Moran for Ventura School District,Jackie Moran For Ventura School District,≤100,1
111930457141616,Tempest,Philip T Gasper,≤100,1
1420603454821139,Arkansas Community Organizations,Arkansas Community Organizations,≤100,1
101357848342235,Tony Popovski for UCS School Board,CTE Tony Popovski,≤100,1
110798727172654,Katherine Jordan for City Council,Friends of Katherine Jordan,≤100,1
110681860414891,Justin for JoCo,Justin David King,≤100,1
105310881080766,Cole for District 15 House,Cole Mark Heisey,≤100,1
108051577394988,Thai Viet Phan for Santa Ana City Council 2020,Thai Viet Phan for City Council 2020,≤100,4
104493218056338,Ned Bosworth for Ouray County Commissioner,Committee to Elect Ned Bosworth,≤100,1
109193114114132,Mary Lou Davis 4KSHouse,MaryLou4KSHouse,≤100,1
116599046863621,2020 Leadership for LC,Scott A Morrison,≤100,1
193001711567001,Yajaira Preciado for LG School Board,Preciado for School Board 2020,≤100,1
184083819145873,Jim Knable the Songwriter,Miles Andrew Knable,≤100,1
1571453109770170,Reclaim The American Dream,Reclaim The American Dream,≤100,1
103047261116520,Spencer Hicks For County Commissioner,Friends of Spencer Hicks,≤100,1
1991116680981219,Rep. Shawn A Babine,Maine House Majority,≤100,1
1548467052116987,Nichols for Idaho,Tammy  Nichols,≤100,1
187515796665,Ranch Hands Rescue,Robert Francis Williams,≤100,1
101784627978365,David Pickett for City Council,David Henry Pickett,≤100,1
1287541591257720,"Carey, Veech, Tkacs for Randolph Township Council",FTE Randolph Repubicans,≤100,1
111503440619370,Weaver For City Council,Jeff Weaver,≤100,1
107913110723236,Sarasota Republicans & Independents Voting Blue,Sarasota Republicans  & Independents Voting Blue,≤100,1
105275874669418,VOTE 2020 NY-18,Scott Aaron Smith,≤100,1
139607626096080,Indiana Electric Cooperatives,Indiana Electric Cooperatives,≤100,1
103244761452642,Alex Lewandowski for Sartell City Council,Alexander John Lewandowski,≤100,1
283454432145669,Indiana First PAC,Indiana First PAC,≤100,2
891402344569892,Pilipino American LA Democratic Club,PILIPINO AMERICAN LOS ANGELES DEMOCRATS (PALAD),≤100,1
745085888843897,Webster Electric Cooperative,Webster Electric,≤100,1
590660300952992,CN4 Partners,CN4 Partners,≤100,1
102167071626376,Tim for Superior,Tim for Superior,≤100,1
136549803089712,Heise Advisory Group,These ads ran without a disclaimer,≤100,2
111898790614010,"Mark Pienkos for Sarasota County Commission, Dist. 1","Mark Pienkos, Democrat, for Sarasota County Commission Dist. 1",≤100,1
110141324163048,Re-Elect Sam Hindi for City Council,Sam Hindi for City Council 2020 FPPC ID #  1431877,≤100,2
317274428322477,Senator Nicholas P. Scutari,Scutari for Senate,≤100,1
101069735058961,Vote Yes for Rio Verde,Vote Yes for Rio Verde. Not Authorized by Candidate or Candidate’s Committee.,≤100,2
107011271141390,We Will Rise Survival,Austin Eugene Harris,≤100,1
101856911545133,Sandhills Young Republicans,SANDHILLS YOUNG REPUBLICANS,≤100,1
101574944923735,John Dollinger,John A Dollinger,≤100,1
132267304993141,Jana Shogren for ISD 181 School Board,Jana Shogren for School Board Committee,≤100,1
106919794012030,Anita Meeker for Circuit Clerk,Anita Meeker Meeker,≤100,1
220503571689546,Women4Change,Women4Change Indiana,≤100,1
775730499122766,City of Jesup - City Hall,City of Jesup,≤100,2
113213953736393,Mike Bauer for Kootenai County Sheriff,Mike Bauer for Kootenai County Sheriff,≤100,1
100968558407708,Chief Johnny for President,John R Householder,≤100,1
392524473904,Erie Insurance,ERIE INDEMNITY COMPANY,≤100,1
100423001405739,Coalition for Special Education Equity in Austin ISD,Coalition for Special Education Equity in AISD,≤100,1
1734161613537723,Representative Zeigler,Maine House Majority,≤100,1
105872577534668,Chad Roberts for Eastland County Sheriff,Steven Chad Roberts,≤100,2
270062129773125,Michele Ryan - Santa Clara Unified School Board,Friends of Michele Ryan for SCUSD Governing Board 2020 FPPC ID: 1350442,≤100,1
277300532288935,"Jaime Andrade, State Representative, 40th District",FRIENDS OF JAIME M ANDRADE JR ON BEHALF OF STATE REP JAIME ANDRADE,≤100,1
114994916573293,CareForAllChildren,CareForAllChildren,≤100,1
1682059578706621,Hayes Baggett for Jackson County Sheriff,Amber Renae Baggett,≤100,1
102812841487842,Interfaith Coalition of Bowie,Interfaith Coalition of Bowie,≤100,1
839930242705074,Moore County GOP,Stephen Woodward,≤100,2
105260084534118,Sue Ford 4 NH Senate,Deborah Marie Bassett,≤100,1
114740560215592,General Spalding,Robert Stanley Spalding,≤100,1
553737021364990,The Nation's Christ-based Leader/Healing & Wholeness,Amazing Things The Church (Legacy A3CEES),≤100,3
1376425355943940,Summerfield Scoop "News-Opinions",Donald Austin Wendelken,≤100,2
132897060057743,VT State Senator Chris Pearson,Pearson for Senate,≤100,1
103689444840999,David E Martinez for Val Verde County Attorney,Alejandro Cervantes,≤100,1
114656680075132,Ti O'Daniel for City Council,Jack Swain Barfield,≤100,2
110271114079700,Anybody Butt,AnybodyButt Trump,≤100,2
159451857482535,New Mexico Nature Conservancy,Nature Conservancy,≤100,1
621668134518008,Global March for Elephants and Rhinos,Global March for Eles & Rhinos,≤100,2
1849556888601707,Nasty Women Writers,Theresa Carmen Dintino,≤100,1
105917794437409,Michelle McCloud for Kent County Commissioner,Friends of Michelle McCloud,≤100,1
118255521596677,Superior Business Solutions,"SUPERIOR BUSINESS FORMS, INC.",≤100,2
107084514345073,Energy Save,Energy Save,≤100,1
123669432655480,Christina Gándara for RRISD Board of Trustees-Place 6,Christina Marie Gandara,≤100,2
102265174478965,Jefferson County Prosecutor's Office,Office of the Jefferson County Prosecuting Attorney,≤100,2
517847528666178,Minnesota Local News - News Break,These ads ran without a disclaimer,≤100,4
2047925575248614,Indiana Term Limits,U.S. Term Limits Inc.,≤100,1
104967394406731,Mike Bordes for State Representative,Michael D Bordes Jr,≤100,1
136103049778094,Detroit Wants 2 Know,Ronin America,≤100,1
199184330689100,Michael Ross for Oklahoma HD 68,Ross for Oklahoma 2020,≤100,2
187411354950002,Boone County Republicans - Missouri,Boone County Republican Central Committee,≤100,1
108051161021076,Susan Schafer - McLean County Board District 9,Friends of Susan Schafer,≤100,1
127637620616803,Comcast Newsmakers,Comcast,≤100,1
115685416902577,Anne-Marie for CUSD Board,Committee to Elect Anne-Marie Rosen for Carmel School Board 2020,≤100,1
103804964685812,Thomas Whitener for Kalamazoo County Treasurer,Committee to Elect Thomas Whitener,≤100,1
120660014669265,Unitarian Church In Charleston,Unitarian Church in Charleston,≤100,1
112503820410823,Jody Vetter for Senate - District 32,Jody Vetter For Senate,≤100,1
159114974140442,"Waldron Law Firm, PLLC",Joan Marie Waldron,≤100,5
105012317853670,Gabriel J. Ingram for Kimball City Council,Gabriel J Ingram,≤100,1
103313534798653,Bible Truth in Prophecy,Bible Truth in Prophecy,≤100,1
142932506806,Texas Alliance for Life,"Texas Alliance for Life, Inc.",≤100,1
109112950960211,Made In The Kitchen,These ads ran without a disclaimer,≤100,10
115145627227,West Florida Electric Cooperative,West Florida Electric Cooperative,≤100,1
149640452569372,"Rosemarie Rung, NH State Representative",Rosemarie L Rung,≤100,1
109314150630145,Elect Janie Lopez for Sbcisd Board of Trustee PL.7,Lorenzo Jr Hernandez,≤100,1
1767545873461106,Keith Franke,Citizens for Franke,≤100,1
1791176817871723,Indivisible Manteca,Wayne Robert Adler,≤100,1
56445689337,Taalam Acey,Mtaalamu Ben Weusi Acey,≤100,2
1269485653192452,Tombstone2,Mohammed Nasir Razavi,≤100,1
330572853788770,Cadence13,These ads ran without a disclaimer,≤100,2
111165143998791,Rockefeller Republicans of New York,Morgan Vincent Lee,≤100,1
109588900705377,Keith Hasan-Towery,Keith Raphael Towery,≤100,1
106178907398021,Re-Elect Senator Eddie Cheatham,Reelect Senator Eddie Cheatham Campaign,≤100,1
1536831083213920,"Rudy Metayer, Pflugerville City Councilmember",Rudolph Karl Metayer,≤100,1
1045577468791860,Dayton Watchdog,Dayton Watchdog,≤100,3
107589107659402,Imani Neeshal Creations,Imani Neeshal Creations,≤100,1
105747797941660,"John Neel for School Board, Anderson District 1, Area 3",Courtney King Neel,≤100,1
581049178604536,Tom Ulrich Vineland Board of Education Member,Thomas William Ulrich,≤100,1
112793952115399,"David A. Streeter, Jr., Partner at Streeter & Petropouleas, LLC",These ads ran without a disclaimer,≤100,1
391181981303164,Jewish Community Relations Council of Greater Phoenix,JEWISH COMMUNITY RELATIONS COUNCIL,≤100,2
103359118171507,Rebels Against Trump,Robin Alan Amato,≤100,1
106139220996426,Steven Dragisich for Prosecuting Attorney,Steven Elliot Dragisich,≤100,1
185199382500,Children of the Night Inc,Children of the Night Inc.,≤100,1
126836624379647,David Bramer Jefferson County Commissioner Lower District,Committee to Elect David Bramer County Commissioner Lower District,≤100,1
113299417183014,Sai Bhargavi Akiri for BH Board of Ed,Saibharga Akiri,≤100,4
102056274894241,Angie Zeck for Cass County Coroner,The Committee To Elect Angie Zeck,≤100,1
108933997648679,Wicked Bad Apples,Wicked Bad Apples,≤100,1
108823540898125,Phillip Glover for Jonesboro City Council-Ward 5,Phillip Glover Campaign,≤100,1
105262074648649,Kerry4Council,Kerry Jo Ward,≤100,1
837437103017041,"Valdosta, A City Without Limits",Ashlyn Sue Johnson,≤100,1
997045620421893,Georgia Birth Advocacy Coalition,Georgia Birth Advocacy Coalition,≤100,1
111640943831474,Ana Vasudeo for Berkeley School Board 2020,Ana Patricia Vasudeo,≤100,1
103947894411757,Eric Hays Democrat For Cottrellville Township Trustee,Hays For Trustee,≤100,1
102007441471381,Mike Wobbema for North Dakota Senate,Michael Anthony Wobbema,≤100,1
27298296864,Indiana Historical Society,"INDIANA HISTORICAL SOCIETY, INC.",≤100,2
101487414978134,Danielforgrcc,Committee to Elect Daniel Williams,≤100,1
109440120567237,Andrew M. Odom for Duplin County Commissioner - District 4,Andrew M. Odom,≤100,1
